"DEGREE_LEVEL","DEGREE","COLLEGE","DEPARTMENT","MAJOR","ENROLLED_STUDENTS","PELL_COUNT","PELL_AMT","HOPE_ZELL_COUNT","HOPE_ZELL_AMT","ZELL_COUNT","ZELL_AMT","HOPE_COUNT","HOPE_AMT","FED_AID_COUNT","FED_AID_AMT","STATE_AID_COUNT","STATE_AID_AMT","LOAN_ALL_LOANS_COUNT","LOAN_ALL_LOANS_AMT","LOAN_FED_AID_COUNT","LOAN_FED_AID_AMT","LOAN_NON_FED_AID_COUNT","LOAN_NON_FED_AID_AMT","GRANT_SCH_AID_COUNT","GRANT_SCH_AID_AMT","GRANT_SCH_UGA_AID_COUNT","GRANT_SCH_UGA_AID_AMT","GRANT_SCH_UGA_NEED_AID_COUNT","GRANT_SCH_UGA_NEED_AID_AMT","EXEMPTION_NONSCHOL_COUNT","EXEMPTION_NONSCHOL_AMT","EXEMPTION_AS_SCHOL_COUNT","EXEMPTION_AS_SCHOL_AMT","ALL_AID_COUNT","ALL_AID_AMT"
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Foods and Nutrition","Nutritional Sciences",32,2,2434,24,32443,7,13104,17,19339,2,8684,24,32443,1,6250,1,6250,0,0,27,47631,2,12754,0,0,2,5213,0,0,28,59094
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Foods and Nutrition",,175,7,7223,107,145913,40,67392,67,78521,15,41414,107,145913,12,37191,10,33191,2,4000,121,193647,12,39511,0,0,9,24374,1,503411,130,262496
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Human Dev and Family Sci","Human Development and Fam Sci",204,3,3597,130,223466,45,94850,85,128616,39,122001.65,130,223466,39,131124,36,117325,3,13799,148,349501,20,118688,4,5325,4,11714,0,0,165,492918.65
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Human Dev and Family Sci",,204,3,3597,130,223466,45,94850,85,128616,39,122001.65,130,223466,39,131124,36,117325,3,13799,148,349501,20,118688,4,5325,4,11714,0,0,165,492918.65
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Textiles, Merchand, Interiors","Fashion Merchandising",109,4,4276,61,90318,11,16224,50,74094,11,17743,61,90318,11,33818,7,13467,4,20351,66,108408,6,13814,0,0,8,28993,0,0,77,171219
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Textiles, Merchand, Interiors","Furnishings and Interiors",10,0,0,5,4281,3,2184,2,2097,0,0,5,4281,0,0,0,0,0,0,6,12983,1,8702,0,0,2,8855,0,0,7,21838
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Textiles, Merchand, Interiors","Intended Furnish and Interiors",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Textiles, Merchand, Interiors",,121,4,4276,66,94599,14,18408,52,76191,11,17743,66,94599,11,33818,7,13467,4,20351,72,121391,7,22516,0,0,10,37848,0,0,84,193057
Bachelor's,BSFCS,"College of Fam and Consumr Sci",,,702,25,27924,367,550536.82,109,194303.12,258,356233.7,99,286574.65,367,550536.82,91,297034,80,254929,11,42105,432,880691.82,60,295839,5,6350,32,100614,2,1052198,491,1288024.47
Bachelor's,BSFCS,,,,702,25,27924,367,550536.82,109,194303.12,258,356233.7,99,286574.65,367,550536.82,91,297034,80,254929,11,42105,432,880691.82,60,295839,5,6350,32,100614,2,1052198,491,1288024.47
Bachelor's,,,,,702,25,27924,367,550536.82,109,194303.12,258,356233.7,99,286574.65,367,550536.82,91,297034,80,254929,11,42105,432,880691.82,60,295839,5,6350,32,100614,2,1052198,491,1288024.47
,,,,,702,25,27924,367,550536.82,109,194303.12,258,356233.7,99,286574.65,367,550536.82,91,297034,80,254929,11,42105,432,880691.82,60,295839,5,6350,32,100614,2,1052198,491,1288024.47
