"DEGREE_LEVEL","DEGREE","COLLEGE","DEPARTMENT","MAJOR","ENROLLED_STUDENTS","PELL_COUNT","PELL_AMT","HOPE_ZELL_COUNT","HOPE_ZELL_AMT","ZELL_COUNT","ZELL_AMT","HOPE_COUNT","HOPE_AMT","FED_AID_COUNT","FED_AID_AMT","STATE_AID_COUNT","STATE_AID_AMT","LOAN_ALL_LOANS_COUNT","LOAN_ALL_LOANS_AMT","LOAN_FED_AID_COUNT","LOAN_FED_AID_AMT","LOAN_NON_FED_AID_COUNT","LOAN_NON_FED_AID_AMT","GRANT_SCH_AID_COUNT","GRANT_SCH_AID_AMT","GRANT_SCH_UGA_AID_COUNT","GRANT_SCH_UGA_AID_AMT","GRANT_SCH_UGA_NEED_AID_COUNT","GRANT_SCH_UGA_NEED_AID_AMT","EXEMPTION_NONSCHOL_COUNT","EXEMPTION_NONSCHOL_AMT","EXEMPTION_AS_SCHOL_COUNT","EXEMPTION_AS_SCHOL_AMT","ALL_AID_COUNT","ALL_AID_AMT"
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Foods and Nutrition","Nutrition Science",79,2,1490,56,88390,21,38896,35,49494,12,32641,56,88390,12,35651,11,30651,1,5000,57,97780,5,7400,0,0,1,1144,0,0,64,134575
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Foods and Nutrition",,178,3,1913,111,157237.9,39,69457.24,72,87780.66,18,44854,111,157237.9,21,57241,16,42441,5,14800,114,181790.9,8,22140,1,2500,4,15819,0,0,131,254850.9
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Human Dev and Family Sci","Human Development and Fam Sci",178,5,5066,108,159986.56,32,61776,76,98210.56,30,85822,108,159986.56,29,95656,26,78756,3,16900,123,270009.56,16,94284,2,1900,2,5108,0,0,137,370773.56
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Human Dev and Family Sci",,178,5,5066,108,159986.56,32,61776,76,98210.56,30,85822,108,159986.56,29,95656,26,78756,3,16900,123,270009.56,16,94284,2,1900,2,5108,0,0,137,370773.56
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Textiles, Merchand, Interiors","Fashion Merchandising",88,3,2356,55,75002,10,16016,45,58986,14,38473,55,75002,15,52564,12,36117,4,16447,58,95176,9,17818,3,3200,5,11890,0,0,68,159630
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Textiles, Merchand, Interiors","Furnishings and Interiors",15,0,0,12,10346,5,5148,7,5198,1,3614,12,10346,1,3614,1,3614,0,0,12,10346,0,0,0,0,0,0,0,0,12,13960
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Textiles, Merchand, Interiors","Intended Furnish and Interiors",3,0,0,1,678,0,0,1,678,0,0,1,678,0,0,0,0,0,0,2,4549,1,3871,0,0,0,0,0,0,2,4549
Bachelor's,BSFCS,"College of Fam and Consumr Sci","Textiles, Merchand, Interiors",,106,3,2356,68,86026,15,21164,53,64862,15,42087,68,86026,16,56178,13,39731,4,16447,72,110071,10,21689,3,3200,5,11890,0,0,82,178139
Bachelor's,BSFCS,"College of Fam and Consumr Sci",,,666,23,27998,349,481950.78,101,173847.24,248,308103.54,88,243769,349,481950.78,83,262087,71,210271,13,51816,406,818688.78,58,294067,6,7600,20,61957,0,0,458,1142732.78
Bachelor's,BSFCS,,,,666,23,27998,349,481950.78,101,173847.24,248,308103.54,88,243769,349,481950.78,83,262087,71,210271,13,51816,406,818688.78,58,294067,6,7600,20,61957,0,0,458,1142732.78
Bachelor's,,,,,666,23,27998,349,481950.78,101,173847.24,248,308103.54,88,243769,349,481950.78,83,262087,71,210271,13,51816,406,818688.78,58,294067,6,7600,20,61957,0,0,458,1142732.78
,,,,,666,23,27998,349,481950.78,101,173847.24,248,308103.54,88,243769,349,481950.78,83,262087,71,210271,13,51816,406,818688.78,58,294067,6,7600,20,61957,0,0,458,1142732.78
